Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","Core 4 VID [V]","Core 5 VID [V]","Core 0 Clock (perf #2/4) [MHz]","Core 1 Clock (perf #1/2) [MHz]","Core 2 Clock (perf #1/1) [MHz]","Core 3 Clock (perf #4/6) [MHz]","Core 4 Clock (perf #3/3) [MHz]","Core 5 Clock (perf #5/5) [MHz]","Bus Clock [MHz]","Core 0 T0 Effective Clock [MHz]","Core 0 T1 Effective Clock [MHz]","Core 1 T0 Effective Clock [MHz]","Core 1 T1 Effective Clock [MHz]","Core 2 T0 Effective Clock [MHz]","Core 2 T1 Effective Clock [MHz]","Core 3 T0 Effective Clock [MHz]","Core 3 T1 Effective Clock [MHz]","Core 4 T0 Effective Clock [MHz]","Core 4 T1 Effective Clock [MHz]","Core 5 T0 Effective Clock [MHz]","Core 5 T1 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 T0 Usage [%]","Core 0 T1 Usage [%]","Core 1 T0 Usage [%]","Core 1 T1 Usage [%]","Core 2 T0 Usage [%]","Core 2 T1 Usage [%]","Core 3 T0 Usage [%]","Core 3 T1 Usage [%]","Core 4 T0 Usage [%]","Core 4 T1 Usage [%]","Core 5 T0 Usage [%]","Core 5 T1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","Core 0 Ratio [x]","Core 1 Ratio [x]","Core 2 Ratio [x]","Core 3 Ratio [x]","Core 4 Ratio [x]","Core 5 Ratio [x]","Package C6 Residency [%]","Core 0 C0 Residency [%]","Core 1 C0 Residency [%]","Core 2 C0 Residency [%]","Core 3 C0 Residency [%]","Core 4 C0 Residency [%]","Core 5 C0 Residency [%]","Core 0 C1 Residency [%]","Core 1 C1 Residency [%]","Core 2 C1 Residency [%]","Core 3 C1 Residency [%]","Core 4 C1 Residency [%]","Core 5 C1 Residency [%]","Core 0 C6 Residency [%]","Core 1 C6 Residency [%]","Core 2 C6 Residency [%]","Core 3 C6 Residency [%]","Core 4 C6 Residency [%]","Core 5 C6 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [°C]","CPU Die (average) [°C]","CPU CCD1 (Tdie) [°C]","CPU Core Voltage (SVI2 TFN) [V]","SoC Voltage (SVI2 TFN) [V]","CPU Core VID (Effective) [V]","CPU Core Current (SVI2 TFN) [A]","SoC Current (SVI2 TFN) [A]","CPU TDC [A]","CPU EDC [A]","CPU Package Power (SMU) [W]","Core 0 Power (SMU) [W]","Core 1 Power (SMU) [W]","Core 2 Power (SMU) [W]","Core 3 Power (SMU) [W]","Core 4 Power (SMU) [W]","Core 5 Power (SMU) [W]","CPU Core Power [W]","CPU SoC Power [W]","Core+SoC Power [W]","CPU PPT [W]","Infinity Fabric Clock (FCLK) [MHz]","Memory Controller Clock (UCLK) [MHz]","CPU PPT Limit [%]","CPU TDC Limit [%]","CPU EDC Limit [%]","Power Reporting Deviation (Accuracy) [%]","Thermal Throttling (HTC) [Yes/No]","Thermal Throttling (PROCHOT CPU) [Yes/No]","Thermal Throttling (PROCHOT EXT) [Yes/No]","Motherboard [°C]","CPU [°C]","Auxiliary [°C]","CPU (PECI) [°C]","Vcore [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VTT [V]","VIN5 [V]","VIN6 [V]","+12V [V]","+5V [V]","CPU1 [RPM]","Chassis2 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Thermal Diode [°C]","GPU Core Voltage (VDDC) [V]","GPU Fan (ODN) [RPM]","GPU Core Current [A]","GPU Core Power [W]","GPU Chip Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU Memory Controller Utilization [%]","GPU I/O Utilization [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Video Encode 1 Usage [%]","GPU Video Encode 2 Usage [%]","GPU Video Encode 3 Usage [%]","GPU Video Encode 4 Usage [%]","GPU Computing (High Priority Compute) Usage [%]","GPU Computing (Compute 3) Usage [%]","GPU Computing (Compute 0) Usage [%]","GPU Computing (Compute 1) Usage [%]","GPU Fan Speed [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Usage [MB]","GPU Memory Errors []","GPU Voltage [V]","GPU VRM Voltage In (VIN/+12V) [V]","GPU VID [V]","GPU Current [A]","GPU VRM Power Out (POUT) [W]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","GPU Aux Current [A]","Framerate [FPS]","Framerate 1% Low [FPS]","Framerate 0.1% Low [FPS]",
18.2.2021,16:39:6.340,14917,22645,39.7,8825,23873,26.9,0.0,0.931,0.938,0.938,0.938,0.938,0.938,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1493.9,593.0,872.0,1131.0,944.8,1181.7,4.8,0.4,20.2,2.7,0.5,0.6,520.5,26.1,25.3,38.4,48.4,43.8,53.0,0.7,0.0,0.0,0.0,0.0,0.0,53.0,19.6,22.0,22.0,22.0,22.0,22.0,22.0,0.0,67.9,90.1,93.9,0.3,23.5,0.1,32.1,9.9,6.1,0.0,76.5,0.0,0.0,0.0,0.0,99.7,0.0,99.9,1597.1,16.00,16,18,18,38,75,560,1,34.8,34.6,34.8,0.925,1.087,0.931,9.895,11.464,9.894,9.894,32.232,1.081,1.609,1.746,0.004,0.301,0.001,9.176,12.467,21.643,32.306,1500.0,800.0,36.7,16.5,11.0,191.3,No,No,No,37.0,34.8,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.986,5.016,1117,2755,No,33,100.0,No,No,3691,1803,0.1,0.4,0.5,0.032,0.579,8896,4190,60,1.125,1072,81.844,92.074,115.277,1340.0,1750.0,72.0,81.4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4016,120,8.0,3938,0,1.138,11.594,1.144,51.953,63.672,0,0,0.000,0.000,239,10,0.570,1.262,0,0.000,84,41,22,
18.2.2021,16:39:8.385,14943,22620,39.7,8916,23783,27.2,0.0,0.938,0.931,0.938,0.938,0.938,0.938,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1583.0,851.3,643.0,1450.8,550.0,1593.5,1.2,1.2,21.2,3.3,1.2,1.3,558.4,24.4,33.5,22.9,70.9,19.8,67.9,0.0,0.0,0.0,0.0,0.0,0.0,70.9,19.9,22.0,22.0,22.0,22.0,22.0,22.0,0.0,72.0,90.3,93.0,0.2,24.7,0.2,28.0,9.7,7.0,0.0,75.3,0.0,0.0,0.0,0.0,99.8,0.0,99.7,1597.1,16.00,16,18,18,38,75,560,1,34.8,34.6,34.8,0.925,1.087,0.931,9.910,11.521,9.908,9.908,32.326,1.187,1.654,1.708,0.002,0.305,0.003,9.192,12.529,21.721,32.388,1500.0,800.0,36.8,16.5,11.0,187.2,No,No,No,37.0,34.8,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.986,5.016,1125,2749,No,34,100.0,No,No,3691,1803,0.4,1.2,1.6,0.104,1.214,8897,4193,60,1.106,1071,54.844,60.671,105.578,1324.6,1750.0,100.0,83.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3927,120,8.0,3850,0,1.131,11.531,1.144,79.883,86.914,0,0,0.000,0.000,239,10,0.061,1.258,0,0.000,83,41,22,
18.2.2021,16:39:10.427,14957,22605,39.8,8924,23774,27.2,0.0,0.931,0.931,0.931,0.931,0.931,0.931,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1520.6,890.2,703.9,1365.6,675.1,1722.9,0.7,0.7,21.8,3.0,0.7,0.8,575.5,26.1,35.3,26.1,55.3,23.8,74.6,0.0,0.0,0.0,0.0,0.0,0.0,74.6,20.1,22.0,22.0,22.0,22.0,22.0,22.0,0.0,69.1,87.9,94.1,0.2,24.3,0.2,30.9,12.1,5.9,0.0,75.7,0.0,0.0,0.0,0.0,99.8,0.0,99.8,1597.1,16.00,16,18,18,38,75,560,1,34.8,34.8,34.5,0.925,1.087,0.931,9.912,11.552,9.913,9.913,32.391,1.179,1.607,1.817,0.001,0.304,0.001,9.195,12.563,21.758,32.454,1500.0,800.0,36.9,16.5,11.0,185.2,No,No,No,37.0,34.8,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.933,5.016,1123,2755,No,33,100.0,No,No,3691,1803,0.5,0.4,0.9,0.024,0.574,8897,4194,62,1.113,1070,103.781,115.457,130.371,1340.0,1750.0,16.0,89.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3948,120,8.0,3870,0,1.113,11.484,1.144,75.391,82.910,0,0,0.000,0.000,239,10,0.000,1.134,0,0.000,90,40,22,
18.2.2021,16:39:12.455,14952,22610,39.8,8929,23769,27.3,0.0,0.931,0.931,0.931,0.931,0.931,0.931,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1829.6,511.8,1107.9,683.2,970.9,772.4,11.0,0.7,18.8,6.9,0.8,1.1,492.9,47.6,22.3,48.4,26.9,46.9,33.0,0.7,0.0,0.0,0.0,0.0,0.0,48.4,18.8,22.0,22.0,22.0,22.0,22.0,22.0,0.0,83.2,81.0,80.5,0.6,23.2,0.2,16.8,19.0,19.5,0.0,76.8,0.0,0.0,0.0,0.0,99.3,0.0,99.7,1597.1,16.00,16,18,18,38,75,560,1,34.8,34.5,34.0,0.925,1.087,0.931,9.826,11.504,9.826,9.826,32.209,1.473,1.453,1.415,0.009,0.301,0.003,9.119,12.511,21.629,32.277,1500.0,800.0,36.7,16.4,10.9,193.8,No,No,No,37.0,34.8,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.933,5.016,1112,2760,No,33,100.0,No,No,3691,1803,0.5,1.5,2.0,0.040,0.905,8897,4196,63,1.113,1097,88.594,98.561,136.012,1340.0,1750.0,100.0,98.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3914,120,8.0,3836,0,1.113,11.516,1.144,92.188,100.391,0,0,0.000,0.000,239,10,0.082,1.342,0,0.000,100,41,22,
18.2.2021,16:39:14.489,14950,22612,39.8,8925,23773,27.2,0.0,0.931,0.931,0.931,0.931,0.931,0.931,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1815.0,533.3,974.6,692.1,1266.3,636.2,22.0,0.6,18.5,7.6,0.6,0.7,497.3,48.4,21.5,42.3,21.5,60.7,25.3,0.7,0.0,0.0,0.0,0.0,0.0,60.7,18.4,22.0,22.0,22.0,22.0,22.0,22.0,0.0,82.5,75.7,82.8,1.1,23.2,0.1,17.5,24.3,17.2,0.0,76.8,0.0,0.0,0.0,0.0,98.9,0.0,99.8,1597.1,16.00,16,18,18,38,75,560,1,34.8,34.5,34.3,0.925,1.087,0.931,9.805,11.514,9.806,9.806,32.192,1.411,1.327,1.549,0.017,0.301,0.001,9.098,12.521,21.619,32.264,1500.0,800.0,36.7,16.3,10.9,195.2,No,No,No,37.0,34.8,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.986,5.016,1125,2755,No,33,100.0,No,No,3691,1803,0.0,0.6,0.6,0.000,0.098,8897,4196,63,1.138,1121,102.094,116.132,137.324,1340.0,1750.0,100.0,99.9,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3929,120,8.0,3851,0,1.131,11.531,1.144,91.016,108.789,0,0,0.000,0.000,239,10,0.000,1.142,0,0.000,102,41,30,
18.2.2021,16:39:16.522,14944,22618,39.7,8921,23778,27.2,0.0,0.931,0.931,0.931,0.931,0.931,0.931,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1725.0,644.4,856.4,705.6,937.5,906.3,0.8,0.8,17.2,7.0,0.8,0.9,483.6,38.9,25.1,41.9,30.5,38.9,39.6,0.0,0.0,0.0,0.0,0.0,0.0,41.9,17.9,22.0,22.0,22.0,22.0,22.0,22.0,0.0,78.4,72.0,79.3,0.2,21.8,0.2,21.6,28.0,20.7,0.0,78.2,0.0,0.0,0.0,0.0,99.8,0.0,99.8,1597.1,16.00,16,18,18,38,75,560,1,34.8,34.4,34.0,0.938,1.087,0.931,9.699,11.505,9.699,9.699,32.083,1.377,1.237,1.487,0.001,0.298,0.002,9.002,12.511,21.513,32.149,1500.0,800.0,36.5,16.2,10.8,202.2,No,No,No,37.0,34.8,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.933,5.016,1112,2760,No,33,100.0,No,No,3691,1803,0.8,0.6,1.4,0.092,0.070,8897,4196,63,1.100,1149,98.719,108.591,136.086,1340.0,1750.0,100.0,99.3,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3895,120,8.0,3817,0,1.113,11.516,1.144,92.969,105.078,0,0,0.000,0.000,239,10,0.043,1.236,0,0.000,97,41,30,
18.2.2021,16:39:18.556,14938,22624,39.7,8923,23775,27.2,0.0,0.931,0.931,0.931,0.931,0.931,0.931,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1773.3,723.0,757.2,807.3,576.1,1311.5,3.7,0.7,15.2,8.1,0.7,0.8,498.1,35.6,26.3,25.5,37.2,21.7,56.5,0.7,0.0,0.0,0.0,0.0,0.0,56.5,17.0,22.0,22.0,22.0,22.0,22.0,22.0,0.0,80.6,74.1,81.4,0.3,21.3,0.2,19.4,25.9,18.6,0.0,78.7,0.0,0.0,0.0,0.0,99.6,0.0,99.8,1597.1,16.00,16,18,18,38,75,560,1,34.8,34.5,34.8,0.938,1.087,0.938,9.750,11.507,9.750,9.750,32.129,1.395,1.265,1.552,0.004,0.296,0.001,9.047,12.514,21.561,32.201,1500.0,800.0,36.6,16.3,10.8,198.2,No,No,No,37.0,34.8,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.986,5.016,1123,2743,No,33,100.0,No,No,3691,1803,0.0,0.6,0.6,0.000,0.076,8897,4196,63,1.125,1167,97.875,110.109,134.875,1340.0,1750.0,100.0,100.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3872,120,8.0,3794,0,1.131,11.516,1.144,84.766,95.703,0,0,0.000,0.000,239,10,0.321,1.204,0,0.000,99,41,30,
18.2.2021,16:39:20.601,14937,22625,39.7,8926,23772,27.3,0.0,0.931,0.938,0.931,0.938,0.938,0.938,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1679.8,646.7,711.9,787.5,533.8,1330.5,10.1,0.7,17.5,6.5,0.6,0.8,477.2,37.4,29.7,26.7,23.6,19.0,60.3,0.0,0.0,0.0,0.0,0.0,0.0,60.3,16.4,22.0,22.0,22.0,22.0,22.0,22.0,0.0,76.4,70.5,79.6,0.6,21.4,0.1,23.6,29.5,20.4,0.0,78.6,0.0,0.0,0.0,0.0,99.4,0.0,99.8,1597.1,16.00,16,18,18,38,75,560,1,34.8,34.4,34.8,0.938,1.087,0.938,9.673,11.506,9.674,9.674,32.046,1.327,1.198,1.510,0.009,0.296,0.002,8.978,12.513,21.491,32.125,1500.0,800.0,36.5,16.1,10.7,204.4,No,No,No,37.0,34.8,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.933,5.016,1131,2749,No,32,100.0,No,No,3691,1803,0.0,0.6,0.6,0.000,0.052,8897,4196,64,1.125,1198,87.750,98.719,134.941,1340.0,1750.0,100.0,100.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3888,117,8.0,3811,0,1.119,11.531,1.144,93.164,104.492,0,0,0.000,0.000,239,10,0.000,1.259,0,1.000,95,41,30,
18.2.2021,16:39:22.629,14938,22625,39.7,8932,23767,27.3,0.0,0.931,0.931,0.931,0.931,0.931,0.931,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1679.3,614.2,853.1,734.3,688.9,987.9,22.9,0.5,15.6,9.5,0.5,0.6,467.3,43.8,25.3,36.1,34.6,33.8,46.1,0.0,0.0,0.0,0.0,0.0,0.0,46.1,18.3,22.0,22.0,22.0,22.0,22.0,22.0,0.0,76.3,72.9,74.7,2.1,21.7,0.2,23.7,27.1,25.3,8.8,78.3,0.0,0.0,0.0,0.0,89.1,0.0,99.8,1597.1,16.00,16,18,18,38,75,560,1,34.6,34.3,33.8,0.938,1.087,0.931,9.650,11.508,9.650,9.650,32.051,1.362,1.270,1.378,0.044,0.299,0.001,8.967,12.515,21.482,32.113,1500.0,800.0,36.5,16.1,10.7,203.6,No,No,No,37.0,34.8,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.933,5.016,1114,2755,No,33,100.0,No,No,3691,1803,0.0,0.9,0.9,0.000,0.100,8897,4196,64,1.106,1204,97.875,108.274,137.363,1340.0,1750.0,100.0,99.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3895,117,8.0,3818,0,1.119,11.516,1.144,86.914,94.336,0,0,0.000,0.000,239,10,0.000,1.206,0,1.000,101,41,30,
18.2.2021,16:39:24.682,14941,22621,39.7,8937,23761,27.3,0.0,0.931,0.938,0.938,0.938,0.938,0.938,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1618.0,679.0,891.9,681.4,864.2,725.3,0.5,0.5,17.0,7.3,0.5,0.7,457.2,36.6,26.7,36.6,27.4,35.8,23.6,0.0,0.0,0.7,0.0,0.0,0.0,36.6,15.6,22.0,22.0,22.0,22.0,22.0,22.0,0.0,73.5,72.7,70.8,0.1,20.9,0.1,26.5,27.3,29.2,0.0,79.1,0.0,0.0,0.0,0.0,99.9,0.0,99.8,1597.1,16.00,16,18,18,38,75,560,1,34.6,34.2,35.0,0.925,1.087,0.931,9.558,11.497,9.558,9.558,31.933,1.327,1.270,1.277,0.001,0.296,0.002,8.875,12.503,21.378,32.003,1500.0,800.0,36.4,15.9,10.6,210.1,No,No,No,37.0,34.6,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.933,5.016,1120,2755,No,32,100.0,No,No,3691,1803,0.0,0.6,0.6,0.000,0.067,8897,4197,64,1.100,1229,97.031,106.734,136.406,1340.0,1750.0,100.0,99.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3904,117,8.0,3827,0,1.113,11.516,1.144,83.984,98.047,0,0,0.000,0.000,239,10,0.302,2.142,0,0.000,103,42,30,
18.2.2021,16:39:26.720,14932,22630,39.7,8930,23768,27.3,0.0,0.931,0.931,0.931,0.931,0.931,0.931,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1555.2,877.5,830.2,702.0,881.7,601.4,13.1,0.5,15.4,6.6,0.6,1.4,457.1,22.1,39.6,36.6,29.7,35.8,25.9,0.7,0.0,0.0,0.0,0.0,0.0,39.6,15.9,22.0,22.0,22.0,22.0,22.0,22.0,0.0,70.7,69.6,68.8,1.7,20.1,0.2,29.3,30.4,31.2,9.0,79.9,0.1,0.0,0.0,0.0,89.3,0.0,99.7,1597.1,16.00,16,18,18,38,75,560,1,34.5,34.1,33.3,0.925,1.087,0.931,9.508,11.496,9.507,9.507,31.903,1.289,1.229,1.221,0.037,0.293,0.002,8.842,12.502,21.344,31.965,1500.0,800.0,36.3,15.8,10.6,214.5,No,No,No,37.0,34.5,37.0,40.0,0.928,3.312,3.296,0.792,3.424,3.264,1.840,0.176,0.128,11.986,5.016,1119,2749,No,32,100.0,No,No,3691,1803,0.0,0.3,0.3,0.000,0.002,8897,4197,64,1.125,1257,99.563,112.008,136.961,1340.0,1750.0,100.0,100.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3882,117,8.0,3804,0,1.144,11.484,1.144,84.766,96.582,0,0,0.000,0.000,239,10,0.042,1.195,0,0.000,106,42,30,
18.2.2021,16:39:28.772,14932,22630,39.7,8933,23765,27.3,0.0,0.931,0.938,0.938,0.938,0.938,0.938,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1504.5,795.0,804.7,717.3,663.7,596.7,8.8,0.4,16.2,7.9,0.4,0.7,426.4,32.0,36.6,29.0,23.6,26.7,26.7,0.7,0.0,0.0,0.0,0.0,0.0,36.6,14.6,22.0,22.0,22.0,22.0,22.0,22.0,0.0,68.4,67.7,62.9,0.5,20.4,0.1,31.6,32.3,37.1,0.0,79.6,0.0,0.0,0.0,0.0,99.5,0.0,99.8,1597.1,16.00,16,18,18,38,75,560,1,34.4,33.9,33.8,0.931,1.087,0.931,9.389,11.492,9.392,9.392,31.753,1.292,1.191,1.042,0.007,0.295,0.001,8.724,12.497,21.221,31.832,1500.0,800.0,36.2,15.7,10.4,224.9,No,No,No,38.0,34.4,38.0,40.0,0.928,3.312,3.296,0.792,3.424,3.264,1.840,0.176,0.128,11.933,5.016,1112,2755,No,32,100.0,No,No,3691,1803,0.0,0.6,0.6,0.000,0.063,8897,4197,65,1.106,1267,106.313,117.608,140.879,1340.0,1750.0,100.0,99.4,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3900,117,8.0,3823,0,1.119,11.453,1.144,87.305,98.633,0,0,0.000,0.000,239,10,4.411,1.336,0,0.000,109,42,30,
18.2.2021,16:39:30.815,14942,22620,39.7,8939,23759,27.3,0.0,0.931,0.931,0.931,0.931,0.931,0.931,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1442.2,925.0,763.6,729.6,468.8,877.7,22.7,0.5,15.4,7.5,0.5,0.6,437.8,20.6,36.6,35.1,29.7,24.4,38.9,0.0,0.0,0.0,0.0,0.0,0.0,38.9,15.4,22.0,22.0,22.0,22.0,22.0,22.0,0.0,65.6,66.1,65.1,1.1,19.7,0.1,34.4,33.9,34.9,0.0,80.3,0.0,0.0,0.0,0.0,98.8,0.0,99.9,1597.1,16.00,16,18,18,38,75,560,1,34.3,33.9,33.8,0.925,1.087,0.931,9.358,11.493,9.357,9.357,31.736,1.203,1.150,1.127,0.017,0.292,0.001,8.696,12.499,21.195,31.801,1500.0,800.0,36.1,15.6,10.4,226.3,No,No,No,38.0,34.3,38.0,40.0,0.928,3.312,3.296,0.792,3.424,3.280,1.840,0.176,0.128,11.933,5.016,1121,2755,No,33,100.0,No,No,3691,1803,0.0,0.3,0.3,0.000,0.012,8897,4197,65,1.106,1277,103.781,114.808,138.129,1340.0,1750.0,100.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3891,117,8.0,3814,0,1.131,11.453,1.144,86.523,102.930,0,0,0.000,0.000,239,10,0.304,1.496,0,0.000,104,42,30,
18.2.2021,16:39:32.869,14937,22625,39.7,8940,23758,27.3,0.0,0.931,0.938,0.938,0.938,0.938,0.938,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1681.3,1065.1,820.5,882.0,616.3,995.0,12.7,0.5,15.0,9.1,0.6,0.7,508.2,15.2,51.9,35.1,41.9,25.1,40.4,0.0,0.0,0.0,0.0,0.0,0.0,51.9,17.5,22.0,22.0,22.0,22.0,22.0,22.0,0.0,76.4,74.9,74.0,1.8,21.4,0.1,23.6,25.1,26.0,10.3,78.6,0.0,0.0,0.0,0.0,87.8,0.0,99.8,1597.1,16.00,16,18,18,38,75,560,1,34.3,34.3,35.5,0.925,1.087,0.931,9.647,11.505,9.645,9.645,32.057,1.348,1.340,1.318,0.041,0.298,0.001,8.967,12.512,21.479,32.112,1500.0,800.0,36.5,16.1,10.7,204.0,No,No,No,38.0,34.3,38.0,40.0,0.928,3.296,3.296,0.784,3.424,3.280,1.840,0.176,0.128,11.986,5.016,1118,2749,No,32,100.0,No,No,3691,1803,0.0,0.9,0.9,0.000,0.005,8897,4197,65,1.125,1292,102.094,114.855,137.977,1340.0,1750.0,100.0,99.4,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3904,117,8.0,3827,0,1.113,11.563,1.144,87.305,104.883,0,0,0.000,0.000,239,10,0.061,1.288,0,1.000,97,42,30,
18.2.2021,16:39:34.906,14943,22620,39.7,8932,23767,27.3,0.0,0.931,0.931,0.931,0.931,0.931,0.931,2196.0,2196.0,2196.0,2196.0,2196.0,2196.0,99.8,1839.4,1132.8,899.0,981.3,640.6,1139.0,11.5,0.5,19.3,5.4,0.5,0.5,555.8,32.0,43.5,35.8,49.6,28.2,47.3,0.7,0.0,0.0,0.0,0.0,0.0,49.6,19.8,22.0,22.0,22.0,22.0,22.0,22.0,0.0,83.6,80.2,81.0,0.6,22.4,0.1,16.4,19.8,19.0,0.0,77.6,0.0,0.0,0.0,0.0,99.4,0.0,99.9,1597.1,16.00,16,18,18,38,75,560,1,34.3,34.5,33.8,0.938,1.087,0.938,9.814,11.511,9.814,9.814,32.201,1.469,1.437,1.477,0.009,0.299,0.001,9.104,12.519,21.623,32.270,1500.0,800.0,36.7,16.4,10.9,191.8,No,No,No,38.0,34.3,38.0,40.0,0.928,3.312,3.296,0.784,3.424,3.280,1.840,0.176,0.128,11.986,5.016,1126,2760,No,33,100.0,No,No,3691,1803,0.0,0.3,0.3,0.000,0.002,8897,4197,65,1.106,1294,100.406,111.074,138.949,1340.0,1750.0,100.0,100.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3903,117,8.0,3826,0,1.119,11.531,1.144,89.453,95.898,0,0,0.000,0.000,239,10,0.042,1.227,0,0.000,98,42,30,
